movie_title,gross,movie_imdb_link
Charlie and the Chocolate Factory ,206456431.0,http://www.imdb.com/title/tt0367594/?ref_=fn_tt_tt_1
Ratatouille ,206435493.0,http://www.imdb.com/title/tt0382932/?ref_=fn_tt_tt_1
Batman Begins ,205343774.0,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1
Madagascar: Escape 2 Africa ,179982968.0,http://www.imdb.com/title/tt0479952/?ref_=fn_tt_tt_1
Night at the Museum: Battle of the Smithsonian ,177243721.0,http://www.imdb.com/title/tt1078912/?ref_=fn_tt_tt_1
X-Men Origins: Wolverine ,179883016.0,http://www.imdb.com/title/tt0458525/?ref_=fn_tt_tt_1
The Matrix Revolutions ,139259759.0,http://www.imdb.com/title/tt0242653/?ref_=fn_tt_tt_1
Frozen ,400736600.0,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1
The Matrix Reloaded ,281492479.0,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1
Thor: The Dark World ,206360018.0,http://www.imdb.com/title/tt1981115/?ref_=fn_tt_tt_1
Mad Max: Fury Road ,153629485.0,http://www.imdb.com/title/tt1392190/?ref_=fn_tt_tt_1
Angels & Demons ,133375846.0,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1
Thor ,181015141.0,http://www.imdb.com/title/tt0800369/?ref_=fn_tt_tt_1
Bolt ,114053579.0,http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1
G-Force ,119420252.0,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1
Wrath of the Titans ,83640426.0,http://www.imdb.com/title/tt1646987/?ref_=fn_tt_tt_1
Dark Shadows ,79711678.0,http://www.imdb.com/title/tt1077368/?ref_=fn_tt_tt_1
Mission: Impossible - Rogue Nation ,195000874.0,http://www.imdb.com/title/tt2381249/?ref_=fn_tt_tt_1
The Wolfman ,61937495.0,http://www.imdb.com/title/tt0780653/?ref_=fn_tt_tt_1
The Legend of Tarzan ,124051759.0,http://www.imdb.com/title/tt0918940/?ref_=fn_tt_tt_1
Bee Movie ,126597121.0,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1
Kung Fu Panda 2 ,165230261.0,http://www.imdb.com/title/tt1302011/?ref_=fn_tt_tt_1
The Last Airbender ,131564731.0,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1
Mission: Impossible III ,133382309.0,http://www.imdb.com/title/tt0317919/?ref_=fn_tt_tt_1
White House Down ,73103784.0,http://www.imdb.com/title/tt2334879/?ref_=fn_tt_tt_1
Mars Needs Moms ,21379315.0,http://www.imdb.com/title/tt1305591/?ref_=fn_tt_tt_1
Flushed Away ,64459316.0,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1
Pan ,34964818.0,http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1
Mr. Peabody & Sherman ,111505642.0,http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1
Troy ,133228348.0,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1
Madagascar 3: Europe's Most Wanted ,216366733.0,http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1
Die Another Day ,160201106.0,http://www.imdb.com/title/tt0246460/?ref_=fn_tt_tt_1
Ghostbusters ,118099659.0,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1
Armageddon ,201573391.0,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1
Men in Black II ,190418803.0,http://www.imdb.com/title/tt0120912/?ref_=fn_tt_tt_1
Beowulf ,82161969.0,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1
Kung Fu Panda 3 ,143523463.0,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1
Mission: Impossible - Ghost Protocol ,209364921.0,http://www.imdb.com/title/tt1229238/?ref_=fn_tt_tt_1
Rise of the Guardians ,103400692.0,http://www.imdb.com/title/tt1446192/?ref_=fn_tt_tt_1
Fun with Dick and Jane ,110332737.0,http://www.imdb.com/title/tt0369441/?ref_=fn_tt_tt_1
The Last Samurai ,111110575.0,http://www.imdb.com/title/tt0325710/?ref_=fn_tt_tt_1
Exodus: Gods and Kings ,65007045.0,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1
Star Trek ,257704099.0,http://www.imdb.com/title/tt0796366/?ref_=fn_tt_tt_1
Spider-Man ,403706375.0,http://www.imdb.com/title/tt0145487/?ref_=fn_tt_tt_1
How to Train Your Dragon 2 ,176997107.0,http://www.imdb.com/title/tt1646971/?ref_=fn_tt_tt_1
Gods of Egypt ,31141074.0,http://www.imdb.com/title/tt2404233/?ref_=fn_tt_tt_1
Stealth ,31704416.0,http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1
Watchmen ,107503316.0,http://www.imdb.com/title/tt0409459/?ref_=fn_tt_tt_1
Lethal Weapon 4 ,129734803.0,http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1
Hulk ,132122995.0,http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1
G.I. Joe: Retaliation ,122512052.0,http://www.imdb.com/title/tt1583421/?ref_=fn_tt_tt_1
Sahara ,68642452.0,http://www.imdb.com/title/tt0318649/?ref_=fn_tt_tt_1
Final Fantasy: The Spirits Within ,32131830.0,http://www.imdb.com/title/tt0173840/?ref_=fn_tt_tt_1
Captain America: The First Avenger ,176636816.0,http://www.imdb.com/title/tt0458339/?ref_=fn_tt_tt_1
The World Is Not Enough ,126930660.0,http://www.imdb.com/title/tt0143145/?ref_=fn_tt_tt_1
Master and Commander: The Far Side of the World ,93926386.0,http://www.imdb.com/title/tt0311113/?ref_=fn_tt_tt_1
The Twilight Saga: Breaking Dawn - Part 2 ,292298923.0,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1
Happy Feet 2 ,63992328.0,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1
The Incredible Hulk ,134518390.0,http://www.imdb.com/title/tt0800080/?ref_=fn_tt_tt_1
Miami Vice             ,,http://www.imdb.com/title/tt0086759/?ref_=fn_tt_tt_1
The BFG ,52792307.0,http://www.imdb.com/title/tt3691740/?ref_=fn_tt_tt_1
The Revenant ,183635922.0,http://www.imdb.com/title/tt1663202/?ref_=fn_tt_tt_1
Turbo ,83024900.0,http://www.imdb.com/title/tt1860353/?ref_=fn_tt_tt_1
Rango ,123207194.0,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1
Penguins of Madagascar ,83348920.0,http://www.imdb.com/title/tt1911658/?ref_=fn_tt_tt_1
The Bourne Ultimatum ,227137090.0,http://www.imdb.com/title/tt0440963/?ref_=fn_tt_tt_1
Kung Fu Panda ,215395021.0,http://www.imdb.com/title/tt0441773/?ref_=fn_tt_tt_1
Ant-Man ,180191634.0,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1
The Hunger Games: Catching Fire ,424645577.0,http://www.imdb.com/title/tt1951264/?ref_=fn_tt_tt_1
The Twilight Saga: Breaking Dawn - Part 2 ,292298923.0,http://www.imdb.com/title/tt1673434/?ref_=fn_tt_tt_1
Home ,177343675.0,http://www.imdb.com/title/tt2224026/?ref_=fn_tt_tt_1
War of the Worlds ,234277056.0,http://www.imdb.com/title/tt0407304/?ref_=fn_tt_tt_1
Bad Boys II ,138396624.0,http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1
Puss in Boots ,149234747.0,http://www.imdb.com/title/tt0448694/?ref_=fn_tt_tt_1
Salt ,118311368.0,http://www.imdb.com/title/tt0944835/?ref_=fn_tt_tt_1
Noah ,101160529.0,http://www.imdb.com/title/tt1959490/?ref_=fn_tt_tt_1
The Adventures of Tintin ,77564037.0,http://www.imdb.com/title/tt0983193/?ref_=fn_tt_tt_1
Harry Potter and the Prisoner of Azkaban ,249358727.0,http://www.imdb.com/title/tt0304141/?ref_=fn_tt_tt_1
Australia ,49551662.0,http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1
After Earth ,60522097.0,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1
Dinosaur ,137748063.0,http://www.imdb.com/title/tt0130623/?ref_=fn_tt_tt_1
Harry Potter and the Deathly Hallows: Part II ,,http://www.imdb.com/title/tt1680310/?ref_=fn_tt_tt_1
Night at the Museum: Secret of the Tomb ,113733726.0,http://www.imdb.com/title/tt2692250/?ref_=fn_tt_tt_1
Megamind ,148337537.0,http://www.imdb.com/title/tt1001526/?ref_=fn_tt_tt_1
Harry Potter and the Sorcerer's Stone ,317557891.0,http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1
R.I.P.D. ,33592415.0,http://www.imdb.com/title/tt0790736/?ref_=fn_tt_tt_1
Godzilla Resurgence ,,http://www.imdb.com/title/tt4262980/?ref_=fn_tt_tt_1
Pirates of the Caribbean: The Curse of the Black Pearl ,305388685.0,http://www.imdb.com/title/tt0325980/?ref_=fn_tt_tt_1
Harry Potter and the Deathly Hallows: Part I ,,http://www.imdb.com/title/tt1571403/?ref_=fn_tt_tt_1
The Hunger Games: Mockingjay - Part 1 ,337103873.0,http://www.imdb.com/title/tt1951265/?ref_=fn_tt_tt_1
The Da Vinci Code ,217536138.0,http://www.imdb.com/title/tt0382625/?ref_=fn_tt_tt_1
Rio 2 ,131536019.0,http://www.imdb.com/title/tt2357291/?ref_=fn_tt_tt_1
X-Men 2 ,214948780.0,http://www.imdb.com/title/tt0290334/?ref_=fn_tt_tt_1
Fast Five ,209805005.0,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1
Sherlock Holmes: A Game of Shadows ,186830669.0,http://www.imdb.com/title/tt1515091/?ref_=fn_tt_tt_1
Clash of the Titans ,163192114.0,http://www.imdb.com/title/tt0800320/?ref_=fn_tt_tt_1
Total Recall ,119412921.0,http://www.imdb.com/title/tt0100802/?ref_=fn_tt_tt_1
The 13th Warrior ,32694788.0,http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1
The Bourne Legacy ,113165635.0,http://www.imdb.com/title/tt1194173/?ref_=fn_tt_tt_1
Batman & Robin ,107285004.0,http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1
How the Grinch Stole Christmas ,260031035.0,http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1
The Day After Tomorrow ,186739919.0,http://www.imdb.com/title/tt0319262/?ref_=fn_tt_tt_1
Mission: Impossible II ,215397307.0,http://www.imdb.com/title/tt0120755/?ref_=fn_tt_tt_1
The Perfect Storm ,182618434.0,http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1
Fantastic 4: Rise of the Silver Surfer ,131920333.0,http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1
Life of Pi ,124976634.0,http://www.imdb.com/title/tt0454876/?ref_=fn_tt_tt_1
Ghost Rider ,115802596.0,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1
Jason Bourne ,108521835.0,http://www.imdb.com/title/tt4196776/?ref_=fn_tt_tt_1
Charlie's Angels: Full Throttle ,100685880.0,http://www.imdb.com/title/tt0305357/?ref_=fn_tt_tt_1
Prometheus ,126464904.0,http://www.imdb.com/title/tt1446714/?ref_=fn_tt_tt_1
Stuart Little 2 ,64736114.0,http://www.imdb.com/title/tt0243585/?ref_=fn_tt_tt_1
Elysium ,93050117.0,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1
The Chronicles of Riddick ,57637485.0,http://www.imdb.com/title/tt0296572/?ref_=fn_tt_tt_1
RoboCop ,58607007.0,http://www.imdb.com/title/tt1234721/?ref_=fn_tt_tt_1
Speed Racer ,43929341.0,http://www.imdb.com/title/tt0811080/?ref_=fn_tt_tt_1
How Do You Know ,30212620.0,http://www.imdb.com/title/tt1341188/?ref_=fn_tt_tt_1
Knight and Day ,76418654.0,http://www.imdb.com/title/tt1013743/?ref_=fn_tt_tt_1
Oblivion ,89021735.0,http://www.imdb.com/title/tt1483013/?ref_=fn_tt_tt_1
Star Wars: Episode III - Revenge of the Sith ,380262555.0,http://www.imdb.com/title/tt0121766/?ref_=fn_tt_tt_1
Star Wars: Episode II - Attack of the Clones ,310675583.0,http://www.imdb.com/title/tt0121765/?ref_=fn_tt_tt_1
"Monsters, Inc. ",289907418.0,http://www.imdb.com/title/tt0198781/?ref_=fn_tt_tt_1
The Wolverine ,132550960.0,http://www.imdb.com/title/tt1430132/?ref_=fn_tt_tt_1
Star Wars: Episode I - The Phantom Menace ,474544677.0,http://www.imdb.com/title/tt0120915/?ref_=fn_tt_tt_1
The Croods ,187165546.0,http://www.imdb.com/title/tt0481499/?ref_=fn_tt_tt_1
Asterix at the Olympic Games ,,http://www.imdb.com/title/tt0463872/?ref_=fn_tt_tt_1
Windtalkers ,40911830.0,http://www.imdb.com/title/tt0245562/?ref_=fn_tt_tt_1
The Huntsman: Winter's War ,47952020.0,http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1
Teenage Mutant Ninja Turtles ,190871240.0,http://www.imdb.com/title/tt1291150/?ref_=fn_tt_tt_1
Gravity ,274084951.0,http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1
Dante's Peak ,67155742.0,http://www.imdb.com/title/tt0118928/?ref_=fn_tt_tt_1
Teenage Mutant Ninja Turtles: Out of the Shadows ,81638674.0,http://www.imdb.com/title/tt3949660/?ref_=fn_tt_tt_1
Fantastic Four ,56114221.0,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
Night at the Museum ,250863268.0,http://www.imdb.com/title/tt0477347/?ref_=fn_tt_tt_1
San Andreas ,155181732.0,http://www.imdb.com/title/tt2126355/?ref_=fn_tt_tt_1
Tomorrow Never Dies ,125332007.0,http://www.imdb.com/title/tt0120347/?ref_=fn_tt_tt_1
The Patriot ,113330342.0,http://www.imdb.com/title/tt0187393/?ref_=fn_tt_tt_1
Ocean's Twelve ,125531634.0,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1
Mr. & Mrs. Smith ,186336103.0,http://www.imdb.com/title/tt0356910/?ref_=fn_tt_tt_1
Insurgent ,129995817.0,http://www.imdb.com/title/tt2908446/?ref_=fn_tt_tt_1
The Aviator ,102608827.0,http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1
Gulliver's Travels ,42776259.0,http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1
The Green Hornet ,98780042.0,http://www.imdb.com/title/tt0990407/?ref_=fn_tt_tt_1
The A-Team             ,,http://www.imdb.com/title/tt0084967/?ref_=fn_tt_tt_1
300: Rise of an Empire ,106369117.0,http://www.imdb.com/title/tt1253863/?ref_=fn_tt_tt_1
The Smurfs ,142614158.0,http://www.imdb.com/title/tt0472181/?ref_=fn_tt_tt_1
Home on the Range ,50026353.0,http://www.imdb.com/title/tt0299172/?ref_=fn_tt_tt_1
Allegiant ,66002193.0,http://www.imdb.com/title/tt3410834/?ref_=fn_tt_tt_1
Real Steel ,85463309.0,http://www.imdb.com/title/tt0433035/?ref_=fn_tt_tt_1
The Smurfs 2 ,71017784.0,http://www.imdb.com/title/tt2017020/?ref_=fn_tt_tt_1
Speed 2: Cruise Control ,48068396.0,http://www.imdb.com/title/tt0120179/?ref_=fn_tt_tt_1
Ender's Game ,61656849.0,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1
Live Free or Die Hard ,134520804.0,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1
The Lord of the Rings: The Fellowship of the Ring ,313837577.0,http://www.imdb.com/title/tt0120737/?ref_=fn_tt_tt_1
Around the World in 80 Days ,24004159.0,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1
